phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group0_ACP6_ENSG00000162836.12_ENST00000583509.7_chr1_cds_start147647426_cds_end147670048_inv_start146298109_inv_end148672872.phy.gz	ENST00000583509.7	ACP6	1	0	147647426	147670048	1284	147669830-147670048;147659647-147659775;147659396-147659526;147658960-147659039;147655161-147655248;147654194-147654326;147652449-147652549;147650143-147650238;147648246-147648411;147647426-147647566
group0_PPIAL4H_ENSG00000270339.4_ENST00000584068.4_chr1_cds_start146344224_cds_end146344715_inv_start146298109_inv_end148672872.phy.gz	ENST00000584068.4	PPIAL4H	1	0	146344224	146344715	492	146344224-146344715
group0_NBPF14_ENSG00000270629.7_ENST00000619423.4_chr1_cds_start148533008_cds_end148595717_inv_start146298109_inv_end148672872.phy.gz	ENST00000619423.4	NBPF14	1	0	148533008	148595717	8964	148595543-148595717;148593598-148593700;148592552-148592766;148591432-148591504;148590757-148590968;148589184-148589393;148587301-148587403;148586255-148586469;148585141-148585213;148584471-148584676;148583141-148583192;148579074-148579237;148577983-148578034;148577183-148577355;148576410-148576461;148575639-148575811;148574878-148574929;148574053-148574225;148573230-148573338;148572443-148572615;148571682-148571733;148570865-148571037;148570042-148570150;148569255-148569427;148568482-148568533;148567713-148567885;148566952-148567003;148566143-148566315;148565320-148565428;148564539-148564711;148563766-148563817;148562997-148563169;148562236-148562287;148561407-148561579;148560584-148560692;148559793-148559965;148559021-148559072;148558252-148558424;148557491-148557542;148556690-148556862;148555867-148555975;148555080-148555252;148554309-148554360;148553540-148553712;148552779-148552830;148551976-148552148;148551153-148551261;148550372-148550544;148549601-148549652;148548832-148549004;148548071-148548122;148547268-148547440;148546445-148546553;148545664-148545836;148544893-148544944;148544124-148544296;148543363-148543414;148542554-148542726;148541731-148541839;148540950-148541122;148540179-148540230;148539410-148539582;148538649-148538700;148537834-148538006;148537011-148537119;148536224-148536396;148535453-148535504;148534684-148534856;148533861-148533969;148533008-148533248
group0_ENSG00000288626_ENSG00000288626.1_ENST00000675347.1_chr1_cds_start147611590_cds_end147611793_inv_start146298109_inv_end148672872.phy.gz	ENST00000675347.1	ENSG00000288626	1	0	147611590	147611793	204	147611590-147611793
group0_NBPF11_ENSG00000263956.8_ENST00000682118.1_chr1_cds_start148103899_cds_end148127003_inv_start146298109_inv_end148672872.phy.gz	ENST00000682118.1	NBPF11	1	0	148103899	148127003	2595	148126829-148127003;148124899-148125001;148123853-148124067;148122729-148122801;148122055-148122266;148120501-148120710;148118620-148118722;148117572-148117786;148116463-148116535;148115793-148115998;148114437-148114488;148110378-148110541;148109284-148109335;148108482-148108654;148107711-148107762;148106942-148107114;148106181-148106232;148105360-148105528;148104537-148104645;148103899-148103912
group0_NBPF12_ENSG00000268043.9_ENST00000698835.1_chr1_cds_start146960144_cds_end146994572_inv_start146298109_inv_end148672872.phy.gz	ENST00000698835.1	NBPF12	1	0	146960144	146994572	4371	146960144-146960318;146962161-146962263;146963095-146963309;146964357-146964429;146964893-146965104;146966464-146966673;146968448-146968550;146969382-146969596;146970647-146970719;146971183-146971394;146972751-146972960;146974739-146974841;146975677-146975891;146976929-146977001;146977466-146977671;146978959-146979010;146982928-146983091;146984134-146984185;146984813-146984985;146985705-146985756;146986352-146986524;146987234-146987285;146987954-146988126;146988841-146988949;146989574-146989746;146990466-146990517;146991113-146991285;146991995-146992046;146992712-146992884;146993599-146993707;146994332-146994572
group1_BCL9_ENSG00000116128.12_ENST00000234739.8_chr1_cds_start147611837_cds_end147624956_inv_start146298109_inv_end148672872.phy.gz	ENST00000234739.8	BCL9	1	1	147611837	147624956	4278	147611837-147611889;147612883-147613199;147614427-147614616;147615803-147615902;147618816-147621057;147622271-147622531;147623842-147624956
group1_FMO5_ENSG00000131781.13_ENST00000254090.9_chr1_cds_start147186903_cds_end147225029_inv_start146298109_inv_end148672872.phy.gz	ENST00000254090.9	FMO5	1	1	147186903	147225029	1599	147224895-147225029;147215754-147215942;147213308-147213470;147212393-147212535;147208852-147209051;147201152-147201504;147190177-147190249;147186903-147187245
group1_PRKAB2_ENSG00000131791.8_ENST00000254101.4_chr1_cds_start147159568_cds_end147172144_inv_start146298109_inv_end148672872.phy.gz	ENST00000254101.4	PRKAB2	1	1	147159568	147172144	816	147171989-147172144;147167767-147167933;147166846-147166939;147166498-147166618;147162440-147162573;147161712-147161780;147159568-147159642
group1_GPR89B_ENSG00000188092.15_ENST00000314163.12_chr1_cds_start147928537_cds_end147992914_inv_start146298109_inv_end148672872.phy.gz	ENST00000314163.12	GPR89B	1	1	147928537	147992914	1365	147928537-147928578;147936627-147936686;147938714-147938817;147943438-147943544;147943997-147944098;147953345-147953465;147954322-147954402;147966554-147966663;147968875-147968963;147969867-147969959;147986199-147986294;147988432-147988521;147992502-147992567;147992711-147992914
group1_GJA8_ENSG00000121634.6_ENST00000369235.2_chr1_cds_start147907956_cds_end147909254_inv_start146298109_inv_end148672872.phy.gz	ENST00000369235.2	GJA8	1	1	147907956	147909254	1299	147907956-147909254
group1_CHD1L_ENSG00000131778.20_ENST00000369258.8_chr1_cds_start147242704_cds_end147295506_inv_start146298109_inv_end148672872.phy.gz	ENST00000369258.8	CHD1L	1	1	147242704	147295506	2691	147242704-147242830;147252623-147252735;147254870-147254976;147255813-147255927;147256531-147256562;147259837-147259918;147264422-147264584;147265932-147266087;147267426-147267518;147268782-147268878;147270932-147271005;147272171-147272281;147275354-147275468;147276104-147276257;147280026-147280191;147284351-147284499;147285324-147285487;147286298-147286500;147287635-147287733;147291482-147291552;147293608-147293722;147294409-147294517;147295431-147295506
group1_PPIAL4G_ENSG00000236334.3_ENST00000419275.3_chr1_cds_start148482761_cds_end148483252_inv_start146298109_inv_end148672872.phy.gz	ENST00000419275.3	PPIAL4G	1	1	148482761	148483252	492	148482761-148483252
group1_GJA5_ENSG00000265107.3_ENST00000579774.3_chr1_cds_start147758165_cds_end147759238_inv_start146298109_inv_end148672872.phy.gz	ENST00000579774.3	GJA5	1	1	147758165	147759238	1074	147758165-147759238
group1_ACP6_ENSG00000162836.12_ENST00000583509.7_chr1_cds_start147647426_cds_end147670048_inv_start146298109_inv_end148672872.phy.gz	ENST00000583509.7	ACP6	1	1	147647426	147670048	1284	147669830-147670048;147659647-147659775;147659396-147659526;147658960-147659039;147655161-147655248;147654194-147654326;147652449-147652549;147650143-147650238;147648246-147648411;147647426-147647566
group1_PPIAL4H_ENSG00000270339.4_ENST00000584068.4_chr1_cds_start146344224_cds_end146344715_inv_start146298109_inv_end148672872.phy.gz	ENST00000584068.4	PPIAL4H	1	1	146344224	146344715	492	146344224-146344715
group1_NBPF14_ENSG00000270629.7_ENST00000619423.4_chr1_cds_start148533008_cds_end148595717_inv_start146298109_inv_end148672872.phy.gz	ENST00000619423.4	NBPF14	1	1	148533008	148595717	8964	148595543-148595717;148593598-148593700;148592552-148592766;148591432-148591504;148590757-148590968;148589184-148589393;148587301-148587403;148586255-148586469;148585141-148585213;148584471-148584676;148583141-148583192;148579074-148579237;148577983-148578034;148577183-148577355;148576410-148576461;148575639-148575811;148574878-148574929;148574053-148574225;148573230-148573338;148572443-148572615;148571682-148571733;148570865-148571037;148570042-148570150;148569255-148569427;148568482-148568533;148567713-148567885;148566952-148567003;148566143-148566315;148565320-148565428;148564539-148564711;148563766-148563817;148562997-148563169;148562236-148562287;148561407-148561579;148560584-148560692;148559793-148559965;148559021-148559072;148558252-148558424;148557491-148557542;148556690-148556862;148555867-148555975;148555080-148555252;148554309-148554360;148553540-148553712;148552779-148552830;148551976-148552148;148551153-148551261;148550372-148550544;148549601-148549652;148548832-148549004;148548071-148548122;148547268-148547440;148546445-148546553;148545664-148545836;148544893-148544944;148544124-148544296;148543363-148543414;148542554-148542726;148541731-148541839;148540950-148541122;148540179-148540230;148539410-148539582;148538649-148538700;148537834-148538006;148537011-148537119;148536224-148536396;148535453-148535504;148534684-148534856;148533861-148533969;148533008-148533248
group1_ENSG00000288626_ENSG00000288626.1_ENST00000675347.1_chr1_cds_start147611590_cds_end147611793_inv_start146298109_inv_end148672872.phy.gz	ENST00000675347.1	ENSG00000288626	1	1	147611590	147611793	204	147611590-147611793
group1_NBPF11_ENSG00000263956.8_ENST00000682118.1_chr1_cds_start148103899_cds_end148127003_inv_start146298109_inv_end148672872.phy.gz	ENST00000682118.1	NBPF11	1	1	148103899	148127003	2595	148126829-148127003;148124899-148125001;148123853-148124067;148122729-148122801;148122055-148122266;148120501-148120710;148118620-148118722;148117572-148117786;148116463-148116535;148115793-148115998;148114437-148114488;148110378-148110541;148109284-148109335;148108482-148108654;148107711-148107762;148106942-148107114;148106181-148106232;148105360-148105528;148104537-148104645;148103899-148103912
group1_NBPF12_ENSG00000268043.9_ENST00000698835.1_chr1_cds_start146960144_cds_end146994572_inv_start146298109_inv_end148672872.phy.gz	ENST00000698835.1	NBPF12	1	1	146960144	146994572	4371	146960144-146960318;146962161-146962263;146963095-146963309;146964357-146964429;146964893-146965104;146966464-146966673;146968448-146968550;146969382-146969596;146970647-146970719;146971183-146971394;146972751-146972960;146974739-146974841;146975677-146975891;146976929-146977001;146977466-146977671;146978959-146979010;146982928-146983091;146984134-146984185;146984813-146984985;146985705-146985756;146986352-146986524;146987234-146987285;146987954-146988126;146988841-146988949;146989574-146989746;146990466-146990517;146991113-146991285;146991995-146992046;146992712-146992884;146993599-146993707;146994332-146994572
group0_NBPF9_ENSG00000269713.9_ENST00000698832.1_chr1_cds_start149055659_cds_end149082139_inv_start148893781_inv_end149265643.phy.gz	ENST00000698832.1	NBPF9	1	0	149055659	149082139	3333	149081965-149082139;149080053-149080155;149079007-149079221;149077883-149077955;149077208-149077419;149075655-149075864;149073768-149073870;149072718-149072932;149071604-149071676;149070934-149071139;149069594-149069645;149065526-149065689;149064431-149064482;149063633-149063805;149062862-149062913;149062093-149062265;149061332-149061383;149060523-149060695;149059700-149059808;149058925-149059097;149058164-149058215;149057335-149057507;149056512-149056620;149055659-149055899
group1_NBPF9_ENSG00000269713.9_ENST00000698832.1_chr1_cds_start149055659_cds_end149082139_inv_start148893781_inv_end149265643.phy.gz	ENST00000698832.1	NBPF9	1	1	149055659	149082139	3333	149081965-149082139;149080053-149080155;149079007-149079221;149077883-149077955;149077208-149077419;149075655-149075864;149073768-149073870;149072718-149072932;149071604-149071676;149070934-149071139;149069594-149069645;149065526-149065689;149064431-149064482;149063633-149063805;149062862-149062913;149062093-149062265;149061332-149061383;149060523-149060695;149059700-149059808;149058925-149059097;149058164-149058215;149057335-149057507;149056512-149056620;149055659-149055899
group0_OR14C36_ENSG00000177174.1_ENST00000317861.1_chr1_cds_start248348775_cds_end248349710_inv_start248128773_inv_end248428856.phy.gz	ENST00000317861.1	OR14C36	1	0	248348775	248349710	936	248348775-248349710
group0_OR2M7_ENSG00000177186.3_ENST00000317965.3_chr1_cds_start248323633_cds_end248324568_inv_start248128773_inv_end248428856.phy.gz	ENST00000317965.3	OR2M7	1	0	248323633	248324568	936	248323633-248324568
group0_OR2T4_ENSG00000196944.5_ENST00000366473.4_chr1_cds_start248361665_cds_end248362624_inv_start248128773_inv_end248428856.phy.gz	ENST00000366473.4	OR2T4	1	0	248361665	248362624	960	248361665-248362624
group0_OR2M5_ENSG00000162727.3_ENST00000366476.1_chr1_cds_start248145148_cds_end248146083_inv_start248128773_inv_end248428856.phy.gz	ENST00000366476.1	OR2M5	1	0	248145148	248146083	936	248145148-248146083
group0_OR2T33_ENSG00000177212.4_ENST00000641220.1_chr1_cds_start248272855_cds_end248273814_inv_start248128773_inv_end248428856.phy.gz	ENST00000641220.1	OR2T33	1	0	248272855	248273814	960	248272855-248273814
group0_OR2T12_ENSG00000177201.3_ENST00000641276.1_chr1_cds_start248294619_cds_end248295578_inv_start248128773_inv_end248428856.phy.gz	ENST00000641276.1	OR2T12	1	0	248294619	248295578	960	248294619-248295578
group0_OR2M3_ENSG00000228198.3_ENST00000641626.1_chr1_cds_start248203068_cds_end248204003_inv_start248128773_inv_end248428856.phy.gz	ENST00000641626.1	OR2M3	1	0	248203068	248204003	936	248203068-248204003
group0_OR2T6_ENSG00000198104.4_ENST00000641644.1_chr1_cds_start248387609_cds_end248388532_inv_start248128773_inv_end248428856.phy.gz	ENST00000641644.1	OR2T6	1	0	248387609	248388532	924	248387609-248388532
group0_OR2M2_ENSG00000198601.4_ENST00000641836.1_chr1_cds_start248179986_cds_end248181026_inv_start248128773_inv_end248428856.phy.gz	ENST00000641836.1	OR2M2	1	0	248179986	248181026	1041	248179986-248181026
group0_OR2M4_ENSG00000171180.3_ENST00000641868.1_chr1_cds_start248238929_cds_end248239861_inv_start248128773_inv_end248428856.phy.gz	ENST00000641868.1	OR2M4	1	0	248238929	248239861	933	248238929-248239861
group0_OR2T1_ENSG00000175143.5_ENST00000642005.1_chr1_cds_start248406148_cds_end248407101_inv_start248128773_inv_end248428856.phy.gz	ENST00000642005.1	OR2T1	1	0	248406148	248407101	954	248406148-248407101
group1_OR14C36_ENSG00000177174.1_ENST00000317861.1_chr1_cds_start248348775_cds_end248349710_inv_start248128773_inv_end248428856.phy.gz	ENST00000317861.1	OR14C36	1	1	248348775	248349710	936	248348775-248349710
group1_OR2M7_ENSG00000177186.3_ENST00000317965.3_chr1_cds_start248323633_cds_end248324568_inv_start248128773_inv_end248428856.phy.gz	ENST00000317965.3	OR2M7	1	1	248323633	248324568	936	248323633-248324568
group1_OR2T4_ENSG00000196944.5_ENST00000366473.4_chr1_cds_start248361665_cds_end248362624_inv_start248128773_inv_end248428856.phy.gz	ENST00000366473.4	OR2T4	1	1	248361665	248362624	960	248361665-248362624
group1_OR2M5_ENSG00000162727.3_ENST00000366476.1_chr1_cds_start248145148_cds_end248146083_inv_start248128773_inv_end248428856.phy.gz	ENST00000366476.1	OR2M5	1	1	248145148	248146083	936	248145148-248146083
group1_OR2T33_ENSG00000177212.4_ENST00000641220.1_chr1_cds_start248272855_cds_end248273814_inv_start248128773_inv_end248428856.phy.gz	ENST00000641220.1	OR2T33	1	1	248272855	248273814	960	248272855-248273814
