Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Lymphocytosis_symptomatic		0.003996003996	0.003996003996	266063	1112	264951	-0.150301865	0.860448198	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	266063	1112	264951	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Symptoms_related_to_joints	0.07215881165	0.004358585938	0.004358585938	318965	131116	187849	-0.02065261115	0.9795591934	TRUE	lrt_mle	0.966,0.994	wald_mle	two	TRUE	0.9657462027	0.9935697502	FALSE	TRUE	FALSE	mle	318965	131116	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.004358585938	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	0.966,0.994	0.9657462027	0.9935697502
Deforming_dorsopathies	0.07220070012	0.004441877524	0.004441877524	210038	22189	187849	-0.03977743067	0.9610033052	TRUE	lrt_mle	0.935,0.988	wald_mle	two	TRUE	0.9349608598	0.9877711381	FALSE	TRUE	FALSE	mle	210038	22189	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.004441877524	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	0.935,0.988	0.9349608598	0.9877711381
Low_back_pain	0.08280063368	0.005186616875	0.005186616875	265404	77555	187849	-0.02397947436	0.9763057488	TRUE	lrt_mle	0.960,0.993	wald_mle	two	TRUE	0.9600143983	0.992873562	FALSE	TRUE	FALSE	mle	265404	77555	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.005186616875	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	0.960,0.993	0.9600143983	0.992873562
Hypothyroidism	0.09324802631	0.00598748035	0.00598748035	231704	39213	192491	0.02997577075	1.030429567	TRUE	lrt_mle	1.009,1.053	wald_mle	two	TRUE	1.008665064	1.052663694	FALSE	TRUE	FALSE	mle	231704	39213	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.00598748035	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	1.009,1.053	1.008665064	1.052663694
Hemorrhoids	0.09324802631	0.006100834102	0.006100834102	254578	44746	209832	-0.02855122884	0.971852506	TRUE	lrt_mle	0.952,0.992	wald_mle	two	TRUE	0.9521948822	0.9919159524	FALSE	TRUE	FALSE	mle	254578	44746	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.006100834102	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	0.952,0.992	0.9521948822	0.9919159524
Clostridium_difficile	0.09324802631	0.00615395252	0.00615395252	251173	3072	248101	0.09248086297	1.09689215	TRUE	lrt_mle	1.027,1.171	wald_mle	two	TRUE	1.027221167	1.171288548	FALSE	TRUE	FALSE	mle	251173	3072	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.00615395252	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	1.027,1.171	1.027221167	1.171288548
Constipation	0.09959002478	0.00668389428	0.00668389428	243460	46861	196599	-0.02762326319	0.9727547703	TRUE	lrt_mle	0.973,0.991	profile	two	TRUE	0.9725474534	0.9913701983	FALSE	TRUE	FALSE	mle	243460	46861	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.00668389428	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.973,0.991	0.9725474534	0.9913701983
Alkalosis	0.1011093657	0.006984433826	0.006984433826	194684	2193	192491	0.1120312878	1.118547857	TRUE	lrt_mle	1.032,1.212	wald_mle	two	TRUE	1.031947169	1.212416048	FALSE	TRUE	FALSE	mle	194684	2193	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.006984433826	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	1.032,1.212	1.031947169	1.212416048
Leiomyoma_of_uterus	0.1011093657	0.007012058917	0.007012058917	271978	15211	256767	-0.0475398025	0.9535725178	TRUE	lrt_mle	0.952,0.986	profile	two	TRUE	0.951884807	0.9855291769	FALSE	TRUE	FALSE	mle	163479	15207	148272	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.007012058917	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.952,0.986	0.951884807	0.9855291769
Back_pain	0.1025917306	0.007229618601	0.007229618601	309605	121756	187849	-0.01983395716	0.9803614418	TRUE	lrt_mle	0.980,0.994	profile	two	TRUE	0.9802525267	0.9939747635	FALSE	TRUE	FALSE	mle	309605	121756	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.007229618601	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.980,0.994	0.9802525267	0.9939747635
Clostridium	0.1094798837	0.007837486078	0.007837486078	251400	3299	248101	0.08709269192	1.090997802	TRUE	lrt_mle	1.024,1.163	wald_mle	two	TRUE	1.023669653	1.162754214	FALSE	TRUE	FALSE	mle	251400	3299	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.007837486078	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	1.024,1.163	1.023669653	1.162754214
Hypoxemia	0.1171068148	0.008592170553	0.008592170553	221768	12136	209632	0.04702714721	1.048150463	TRUE	lrt_mle	1.012,1.085	wald_mle	two	TRUE	1.012153529	1.085427617	FALSE	TRUE	FALSE	mle	221768	12136	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr17-45974480-INV-29218	0.008592170553	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	wald_mle	1.012,1.085	1.012153529	1.085427617
Vitamin_D_deficiency	0.1171068148	0.008645469547	0.008645469547	246536	54045	192491	-0.02563809906	0.9746877662	TRUE	lrt_mle	0.974,0.993	profile	two	TRUE	0.9738956599	0.9927891973	FALSE	TRUE	FALSE	mle	246536	54045	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.008645469547	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,0.993	0.9738956599	0.9927891973
Hyperemesis_gravidarum		0.008991008991	0.008991008991	360527	1648	358879	-0.1338498756	0.8747213718	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	208727	1646	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Flatulence_eructation_and_gas_pain	0.1281751643	0.009675323736	0.009675323736	215605	19006	196599	-0.03780549668	0.96290021	TRUE	lrt_mle	0.961,0.990	profile	two	TRUE	0.9609017849	0.9899267896	FALSE	TRUE	FALSE	mle	215605	19006	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.009675323736	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.961,0.990	0.9609017849	0.9899267896
Asphyxia_and_hypoxemia	0.1281751643	0.009864109163	0.009864109163	222111	12479	209632	0.04553089334	1.046583337	TRUE	lrt_mle	1.012,1.047	profile	two	TRUE	1.012229105	1.046756521	FALSE	TRUE	FALSE	mle	222111	12479	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.009864109163	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.012,1.047	1.012229105	1.046756521
Epilepsy_recurrent_seizures_convulsions	0.1281751643	0.009892714026	0.009892714026	228072	13887	214185	0.04324367571	1.044192308	TRUE	lrt_mle	1.012,1.045	profile	two	TRUE	1.011577856	1.044630063	FALSE	TRUE	FALSE	mle	228072	13887	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.009892714026	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.012,1.045	1.011577856	1.044630063
Osteoarthritis_of_more_than_one_site	0.130442816	0.01021364331	0.01021364331	200008	12159	187849	-0.0480176377	0.9531169761	TRUE	lrt_mle	0.950,0.988	profile	two	TRUE	0.9501669661	0.987559637	FALSE	TRUE	FALSE	mle	200008	12159	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01021364331	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.950,0.988	0.9501669661	0.987559637
Hypothyroidism_not_specified_as_secondary	0.1304689815	0.01036163052	0.01036163052	228790	36299	192491	0.02881887068	1.029238152	TRUE	lrt_mle	1.008,1.030	profile	two	TRUE	1.007535953	1.029809087	FALSE	TRUE	FALSE	mle	228790	36299	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01036163052	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.008,1.030	1.007535953	1.029809087
Squamous_cell_carcinoma_of_the_skin		0.01098901099	0.01098901099	261542	4775	256767	-0.06872356672	0.9335847183	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	261542	4775	256767	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Diverticulitis	0.1422391194	0.01145549955	0.01145549955	204333	7734	196599	-0.05553655964	0.9459774384	TRUE	lrt_mle	0.941,0.986	profile	two	TRUE	0.9412579021	0.9864663148	FALSE	TRUE	FALSE	mle	204333	7734	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01145549955	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.941,0.986	0.9412579021	0.9864663148
Tinnitus	0.144012823	0.01175943633	0.01175943633	278409	20721	257688	-0.03452481405	0.9660643674	TRUE	lrt_mle	0.964,0.992	profile	two	TRUE	0.9635777308	0.9916678961	FALSE	TRUE	FALSE	mle	278409	20721	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01175943633	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.964,0.992	0.9635777308	0.9916678961
Ankylosing_spondylitis		0.01198801199	0.01198801199	188873	1024	187849	-0.1410224234	0.8684698374	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	188873	1024	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Rotator_cuff_tear_or_rupture	0.1444820427	0.01208175639	0.01208175639	198781	10932	187849	-0.04783856816	0.9532876656	TRUE	lrt_mle	0.949,0.989	profile	two	TRUE	0.9491994807	0.9886624414	FALSE	TRUE	FALSE	mle	198781	10932	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01208175639	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.949,0.989	0.9491994807	0.9886624414
Deep_vein_thrombosis_DVT	0.1444820427	0.01212097674	0.01212097674	219481	9649	209832	0.05020177958	1.051483243	TRUE	lrt_mle	1.012,1.053	profile	two	TRUE	1.012096384	1.052847396	FALSE	TRUE	FALSE	mle	219481	9649	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01212097674	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.012,1.053	1.012096384	1.052847396
Tachycardia	0.1456699301	0.01238357348	0.01238357348	236912	27080	209832	-0.03162423643	0.96887058	TRUE	lrt_mle	0.966,0.993	profile	two	TRUE	0.9659151046	0.9926092434	FALSE	TRUE	FALSE	mle	236912	27080	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01238357348	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.966,0.993	0.9659151046	0.9926092434
General_symptoms_and_other_findings	0.1475841511	0.01271138662	0.01271138662	237917	55344	182573	-0.02389708164	0.9763861927	TRUE	lrt_mle	0.974,0.994	profile	two	TRUE	0.9744619982	0.9944811359	FALSE	TRUE	FALSE	mle	237917	55344	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01271138662	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,0.994	0.9744619982	0.9944811359
Chronic_fatigue_syndrome	0.149374614	0.01304870607	0.01304870607	192700	10127	182573	-0.0472541425	0.9538449542	TRUE	lrt_mle	0.950,0.989	profile	two	TRUE	0.9495424561	0.9892772585	FALSE	TRUE	FALSE	mle	192700	10127	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01304870607	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.950,0.989	0.9495424561	0.9892772585
Other_disorders_of_the_intestines	0.149374614	0.01344069572	0.01344069572	211432	14833	196599	-0.04008911188	0.9607038252	TRUE	lrt_mle	0.957,0.991	profile	two	TRUE	0.9570136115	0.9910581553	FALSE	TRUE	FALSE	mle	211432	14833	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01344069572	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.957,0.991	0.9570136115	0.9910581553
Diabetes_mellitus	0.149374614	0.0134608021	0.0134608021	252487	59996	192491	0.02402029468	1.024311106	TRUE	lrt_mle	1.005,1.026	profile	two	TRUE	1.005386548	1.026384632	FALSE	TRUE	FALSE	mle	252487	59996	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.0134608021	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.005,1.026	1.005386548	1.026384632
Type_2_diabetes	0.149374614	0.01375178765	0.01375178765	249573	57082	192491	0.02457763538	1.024882155	TRUE	lrt_mle	1.005,1.027	profile	two	TRUE	1.005438722	1.027072411	FALSE	TRUE	FALSE	mle	249573	57082	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01375178765	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.005,1.027	1.005438722	1.027072411
Fluid_overload	0.149374614	0.01379345302	0.01379345302	198806	6315	192491	0.06227477704	1.064254737	TRUE	lrt_mle	1.014,1.068	profile	two	TRUE	1.013861764	1.067679102	FALSE	TRUE	FALSE	mle	198806	6315	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01379345302	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.014,1.068	1.013861764	1.067679102
Abnormal_cytological_findings_in_specimens_from_genital_organs	0.149374614	0.01387657771	0.01387657771	199263	16690	182573	-0.04018872466	0.9606081316	TRUE	lrt_mle	0.956,0.991	profile	two	TRUE	0.956232265	0.9912366093	FALSE	TRUE	FALSE	mle	199263	16690	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01387657771	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.956,0.991	0.956232265	0.9912366093
Chronic_hepatitis	0.149374614	0.01410411417	0.01410411417	203507	6908	196599	-0.06141867357	0.9404294244	TRUE	lrt_mle	0.932,0.987	profile	two	TRUE	0.9319792541	0.9868232827	FALSE	TRUE	FALSE	mle	203507	6908	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01410411417	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.932,0.987	0.9319792541	0.9868232827
Hypercalcemia	0.149374614	0.01420228433	0.01420228433	200209	7718	192491	-0.05568871879	0.9458335103	TRUE	lrt_mle	0.939,0.988	profile	two	TRUE	0.9392161176	0.9880586374	FALSE	TRUE	FALSE	mle	200209	7718	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01420228433	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.939,0.988	0.9392161176	0.9880586374
Abnormal_Papanicolaou_smear	0.1539451446	0.01495531121	0.01495531121	194489	11916	182573	-0.04636281243	0.9546955239	TRUE	lrt_mle	0.949,0.990	profile	two	TRUE	0.948863196	0.9903867609	FALSE	TRUE	FALSE	mle	194489	11916	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01495531121	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.949,0.990	0.948863196	0.9903867609
Heart_failure	0.1539451446	0.0149812389	0.0149812389	232059	22227	209832	0.03540212523	1.036036241	TRUE	lrt_mle	1.007,1.039	profile	two	TRUE	1.007433818	1.038996187	FALSE	TRUE	FALSE	mle	232059	22227	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.0149812389	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.007,1.039	1.007433818	1.038996187
Estrogen_receptor_status		0.01498501499	0.01498501499	258399	1632	256767	-0.1163259403	0.8901850288	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	149895	1623	148272	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Intestinal_infection_due_to_C._difficile	0.1556559555	0.01532183902	0.01532183902	199671	3072	196599	0.08209970997	1.085564046	TRUE	lrt_mle	1.017,1.088	profile	two	TRUE	1.017174017	1.087743932	FALSE	TRUE	FALSE	mle	199671	3072	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01532183902	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.017,1.088	1.017174017	1.087743932
Skin_symptoms	0.1573260682	0.01566221484	0.01566221484	293627	63166	230461	-0.02117266113	0.9790499061	TRUE	lrt_mle	0.977,0.996	profile	two	TRUE	0.9767571065	0.9957236572	FALSE	TRUE	FALSE	mle	293627	63166	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01566221484	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.977,0.996	0.9767571065	0.9957236572
Aneurysm_or_ectasia	0.1609437039	0.01634545507	0.01634545507	223211	13379	209832	0.04155268774	1.042428084	TRUE	lrt_mle	1.008,1.045	profile	two	TRUE	1.008236677	1.045354449	FALSE	TRUE	FALSE	mle	223211	13379	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01634545507	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.008,1.045	1.008236677	1.045354449
Presbyopia	0.1609437039	0.01638241282	0.01638241282	283727	26039	257688	-0.0306508994	0.9698140767	TRUE	lrt_mle	0.966,0.994	profile	two	TRUE	0.9661211162	0.9940160379	FALSE	TRUE	FALSE	mle	283727	26039	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01638241282	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.966,0.994	0.9661211162	0.9940160379
Chest_pain	0.1615087324	0.01666476319	0.01666476319	271894	89321	182573	-0.01953467518	0.9806548902	TRUE	lrt_mle	0.978,0.996	profile	two	TRUE	0.9783163462	0.996230803	FALSE	TRUE	FALSE	mle	271894	89321	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01666476319	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.978,0.996	0.9783163462	0.996230803
Lupus	0.1615087324	0.01694338311	0.01694338311	191802	3953	187849	-0.07790945841	0.9250481781	TRUE	lrt_mle	0.911,0.985	profile	two	TRUE	0.9113821582	0.9853344436	FALSE	TRUE	FALSE	mle	191802	3953	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01694338311	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.911,0.985	0.9113821582	0.9853344436
Dysplasia_of_cervix	0.1615087324	0.01698190252	0.01698190252	226924	5809	221115	-0.06268993657	0.9392346509	TRUE	lrt_mle	0.930,0.988	profile	two	TRUE	0.929537343	0.9881655611	FALSE	TRUE	FALSE	mle	131062	5804	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01698190252	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.930,0.988	0.929537343	0.9881655611
Other_diseases_of_spinal_cord	0.162715708	0.01729081908	0.01729081908	222600	8415	214185	-0.05107292707	0.950209372	TRUE	lrt_mle	0.943,0.990	profile	two	TRUE	0.9429352762	0.9904621988	FALSE	TRUE	FALSE	mle	222600	8415	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01729081908	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.943,0.990	0.9429352762	0.9904621988
Chronic_tonsillitis_and_adenoiditis		0.01798201798	0.01798201798	211145	1513	209632	-0.1168635011	0.8897066289	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211145	1513	209632	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Esophagitis	0.1674089792	0.01839581582	0.01839581582	216792	20193	196599	-0.03331692324	0.9672319727	TRUE	lrt_mle	0.963,0.994	profile	two	TRUE	0.962761659	0.9940598018	FALSE	TRUE	FALSE	mle	216792	20193	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01839581582	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.963,0.994	0.962761659	0.9940598018
Myalgia	0.1674089792	0.01842521742	0.01842521742	227876	40027	187849	-0.02567436965	0.9746524144	TRUE	lrt_mle	0.971,0.995	profile	two	TRUE	0.9712197844	0.9954265091	FALSE	TRUE	FALSE	mle	227876	40027	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01842521742	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.971,0.995	0.9712197844	0.9954265091
Prurigo	0.1674089792	0.01843165183	0.01843165183	232673	2212	230461	-0.09847088648	0.9062220755	TRUE	lrt_mle	0.887,0.983	profile	two	TRUE	0.8874766718	0.9826945292	FALSE	TRUE	FALSE	mle	232673	2212	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01843165183	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.887,0.983	0.8874766718	0.9826945292
Allergies_related_to_other_diseasessymptoms	0.1674089792	0.01853857824	0.01853857824	240880	58307	182573	-0.02188552665	0.9783522239	TRUE	lrt_mle	0.976,0.996	profile	two	TRUE	0.975522248	0.9961174125	FALSE	TRUE	FALSE	mle	240880	58307	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01853857824	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.976,0.996	0.975522248	0.9961174125
Rash_and_other_nonspecific_skin_eruption	0.1677210406	0.01888727456	0.01888727456	272474	42013	230461	-0.02408075306	0.9762068749	TRUE	lrt_mle	0.973,0.996	profile	two	TRUE	0.972881029	0.9957990528	FALSE	TRUE	FALSE	mle	272474	42013	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01888727456	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.973,0.996	0.972881029	0.9957990528
Ulceration_of_the_lower_GI_tract	0.1677210406	0.01894835022	0.01894835022	198541	1942	196599	-0.1008107904	0.9041040819	TRUE	lrt_mle	0.886,0.983	profile	two	TRUE	0.8856178338	0.9826632852	FALSE	TRUE	FALSE	mle	198541	1942	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01894835022	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.886,0.983	0.8856178338	0.9826632852
Estrogen_receptor_positive_status_ER+		0.01898101898		258199	1432	256767	-0.1117402075	0.8942765537	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	149696	1424	148272	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		FALSE			FALSE	FALSE				
Systemic_lupus_erythematosus_SLE	0.1690651072	0.01933177048	0.01933177048	191548	3699	187849	-0.07910450007	0.9239433673	TRUE	lrt_mle	0.908,0.987	profile	two	TRUE	0.908402259	0.9866343565	FALSE	TRUE	FALSE	mle	191548	3699	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01933177048	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.908,0.987	0.908402259	0.9866343565
Other_hearing_abnormality	0.1690651072	0.01954696466	0.01954696466	280530	22842	257688	-0.0305878437	0.9698752309	TRUE	lrt_mle	0.966,0.995	profile	two	TRUE	0.9655961903	0.9948219762	FALSE	TRUE	FALSE	mle	280530	22842	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01954696466	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.966,0.995	0.9655961903	0.9948219762
Atrial_fibrillation	0.1690651072	0.01978274368	0.01978274368	229437	19605	209832	0.03507550806	1.035697909	TRUE	lrt_mle	1.006,1.040	profile	two	TRUE	1.005928091	1.039574534	FALSE	TRUE	FALSE	mle	229437	19605	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.01978274368	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	1.006,1.040	1.005928091	1.039574534
