region	gene	status	overall_p_value	overall_q_value	overall_lrt_stat	overall_h1_lnl	overall_h0_lnl	h1_winner_seed	h0_winner_seed	winner_p0	winner_p1	winner_p2	winner_omega0	winner_omega2_direct	winner_omega2_inverted	winner_kappa	chimp_in_pruned_run_1	chimp_in_pruned_run_2	chimp_in_region_run_1	chimp_in_region_run_2	h0_s1_def_init_kappa_run_2	h0_s1_def_init_omega_run_2	h0_s1_def_key_run_2	h0_s1_def_lnl_run_2	h0_s1_def_status_run_2	h0_s2_pur_init_kappa_run_2	h0_s2_pur_init_omega_run_2	h0_s2_pur_key_run_2	h0_s2_pur_lnl_run_2	h0_s2_pur_status_run_2	h0_s3_pos_init_kappa_run_2	h0_s3_pos_init_omega_run_2	h0_s3_pos_key_run_2	h0_s3_pos_lnl_run_2	h0_s3_pos_status_run_2	h0_s4_mix_init_kappa_run_2	h0_s4_mix_init_omega_run_2	h0_s4_mix_key_run_2	h0_s4_mix_lnl_run_2	h0_s4_mix_status_run_2	h1_s1_def_cmc_kappa_run_2	h1_s1_def_cmc_omega0_run_2	h1_s1_def_cmc_omega2_direct_run_2	h1_s1_def_cmc_omega2_inverted_run_2	h1_s1_def_cmc_p0_run_2	h1_s1_def_cmc_p1_run_2	h1_s1_def_cmc_p2_run_2	h1_s1_def_init_kappa_run_2	h1_s1_def_init_omega_run_2	h1_s1_def_key_run_2	h1_s1_def_lnl_run_2	h1_s1_def_status_run_2	h1_s2_pur_cmc_kappa_run_2	h1_s2_pur_cmc_omega0_run_2	h1_s2_pur_cmc_omega2_direct_run_2	h1_s2_pur_cmc_omega2_inverted_run_2	h1_s2_pur_cmc_p0_run_2	h1_s2_pur_cmc_p1_run_2	h1_s2_pur_cmc_p2_run_2	h1_s2_pur_init_kappa_run_2	h1_s2_pur_init_omega_run_2	h1_s2_pur_key_run_2	h1_s2_pur_lnl_run_2	h1_s2_pur_status_run_2	h1_s3_pos_cmc_kappa_run_2	h1_s3_pos_cmc_omega0_run_2	h1_s3_pos_cmc_omega2_direct_run_2	h1_s3_pos_cmc_omega2_inverted_run_2	h1_s3_pos_cmc_p0_run_2	h1_s3_pos_cmc_p1_run_2	h1_s3_pos_cmc_p2_run_2	h1_s3_pos_init_kappa_run_2	h1_s3_pos_init_omega_run_2	h1_s3_pos_key_run_2	h1_s3_pos_lnl_run_2	h1_s3_pos_status_run_2	h1_s4_mix_cmc_kappa_run_2	h1_s4_mix_cmc_omega0_run_2	h1_s4_mix_cmc_omega2_direct_run_2	h1_s4_mix_cmc_omega2_inverted_run_2	h1_s4_mix_cmc_p0_run_2	h1_s4_mix_cmc_p1_run_2	h1_s4_mix_cmc_p2_run_2	h1_s4_mix_init_kappa_run_2	h1_s4_mix_init_omega_run_2	h1_s4_mix_key_run_2	h1_s4_mix_lnl_run_2	h1_s4_mix_status_run_2	n_leaves_gene_run_1	n_leaves_gene_run_2	n_leaves_pruned_run_1	n_leaves_pruned_run_2	n_leaves_region_run_1	n_leaves_region_run_2	reason_run_1	reason_run_2	status_run_1	status_run_2	taxa_used_run_1	taxa_used_run_2
chr15_30618103_32153204	ENSG00000284906_ENST00000685924.1	Usable: complete data	1	1	0	-1132.96	-1132.96	s1_def_run_2	s1_def_run_2	1	0	0	0.46221	1.89248	1.44669	3.44056		True		True	2	0.4	58b6299a7fb87dff3006edc8d9b3ce339335f1e661de4213da9ae1da37a34ece	-1132.96	success	1	0.05	f214a09f00f7374320950858ae91554ca53aa8e3622d59561c7287b9aa3062a1	-1132.96	success	3	2.5	bf27ba2f465ab1f4222540075d5c36953fd93e762f7373a001e912f17b0c0e7c	-1132.96	success	5	0.8	aa229b8ec441edb910550948f9028f6f158d3545dc42e3241aae2e0f61c9e759	-1132.96	success	3.44056	0.46221	1.89248	1.44669	1	0	0	2	0.4	9e53a0e3506bee59cbcafecfd8fbc50879073b817054066e1f4779d07717cdf3	-1132.96	success	3.43599	1	0	0.0001	0	0	1	1	0.05	b818918f045d64eebdf215dfaf106d8a84a27f07e277c08e3989e64eb192b77c	-1132.96	success	3.44055	0.46221	0	2.72291	1	0	0	3	2.5	b20d9b698b590f77379d7bb16047debd52415ed20725882d33e738b790beb5a9	-1132.96	success	3.44056	0.46221	9.10477	1.09814	1	0	0	5	0.8	82b0a330075d84e1c25cf85baabf2bdb861543e95b2c1e206894fc2fe69d91d2	-1132.96	success		83		83		83	One or more requested LRTs failed to produce a valid result.		success	success		0AFR_ACB_HG02011_L;0AFR_ASW_NA19983_R;0AFR_GWD_HG02587_R;0AFR_LWK_NA19036_R;0AFR_ESN_HG03371_L;0AFR_MSL_HG03486_R;0AFR_LWK_NA19036_L;0SAS_ITU_HG04217_R;0AFR_LWK_NA19434_L;0AMR_CLM_HG01352_L;0SAS_BEB_HG03009_L;1EAS_CDX_HG00864_R;0AMR_MXL_NA19650_R;0EAS_CHB_NA18534_R;0SAS_ITU_HG04217_L;0EAS_CDX_HG00864_L;0EAS_KHV_HG02059_R;0EAS_JPT_NA18939_R;0EUR_TSI_NA20509_L;0AMR_PUR_HG00732_L;0EUR_GBR_HG00096_R;0SAS_STU_HG03683_R;0AFR_MSL_HG03065_L;0AFR_YRI_NA19238_R;0AFR_ACB_HG02011_R;0AFR_ESN_HG03371_R;0EAS_CHS_HG00512_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00513_L;0EAS_JPT_NA18939_L;0EUR_AKJ_NA24385_R;0EUR_CEU_NA12329_L;0EUR_CEU_NA12878_R;0SAS_GIH_NA20847_R;0EAS_KHV_HG01596_R;0EAS_CHS_HG00513_R;0EUR_AKJ_NA24385_L;0EAS_CHS_HG00512_L;0EAS_KHV_HG01596_L;0EAS_KHV_HG02059_L;1AMR_CLM_HG01114_R;1AMR_PEL_HG02106_R;1AMR_PEL_HG01573_R;1EAS_KHV_HG02018_L;1EAS_KHV_HG02018_R;1EUR_IBS_HG01505_R;1AMR_PEL_HG02106_L;1EUR_CEU_NA12878_L;1EUR_FIN_HG00171_R;0EUR_GBR_HG00096_L;0AMR_MXL_NA19650_L;0AMR_PUR_HG00732_R;0SAS_BEB_HG03009_R;0SAS_GIH_NA20847_L;0SAS_ITU_HG03732_R;0SAS_PJL_HG02492_L;0AMR_CLM_HG01114_L;0AMR_PUR_HG00731_R;0AFR_ESN_HG03125_L;0AFR_LWK_NA19434_R;0AFR_GWD_HG02818_L;0AFR_GWD_HG02818_R;0AMR_CLM_HG01352_R;0AMR_PEL_HG01573_L;0SAS_STU_HG03683_L;0EUR_FIN_HG00268_L;0SAS_ITU_HG03732_L;0EUR_FIN_HG00171_L;0EUR_IBS_HG01505_L;0EUR_CEU_NA12329_R;0EUR_FIN_HG00268_R;0AMR_PUR_HG00731_L;0EUR_TSI_NA20509_R;0SAS_PJL_HG02492_R;0AFR_ASW_NA19983_L;0AFR_YRI_NA19239_L;0AFR_GWD_HG02587_L;0AFR_MSL_HG03065_R;0AFR_MSL_HG03486_L;0AFR_YRI_NA19238_L;0AFR_ESN_HG03125_R;0AFR_YRI_NA19239_R;PanTro6
chr7_73113989_74799029	LIMK1_ENST00000336180.7	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr6_167209001_167357782	UNC93A_ENST00000230256.8	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr16_15384482_16276146	ABCC1_ENST00000399410.8	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr16_28471892_28637651	APOBR_ENST00000564831.6	Usable: complete data	1	1	0	-4392.44	-4392.44	s1_def_run_2	s1_def_run_2	1e-05	0	0.99999	0.97692	0	0.0001	6.55161		True		True	2	0.4	74ff8ada6a4671ae8a4f247fb7ce03dc32e74bcc1fc28b27adecfcb40dc10baf	-4392.44	success	1	0.05	bae09d6e0ee6b1f4ec1eef9c57b92c531177ff1f90cf883af2415b6e82d16621	-4392.44	success	3	2.5	9765830eaf4701c547475d5d04b568194edafecbeb95a72c1e7f78ad8385992a	-4392.44	success	5	0.8	9a93c660ed4948e8496fbd3175eefc069c2a87e844d383033d9acb836d9f607e	-4392.61	success	6.55161	0.97692	0	0.0001	1e-05	0	0.99999	2	0.4	f2c2ef4b564004b843c6a1c75d4099f4c982e9c59a0076089c889c53ffa65848	-4392.44	success	6.55162	1	0	0.0001	0	0	1	1	0.05	708abd6e8ed8b2495ca2b25ac088a07d49432134038a3c192f1913e80d626f97	-4392.44	success	6.55302	0.81899	12.5483	1.52373	1	0	0	3	2.5	be3b222a63ce1acdc75bd9ad500797c5eeea0e1cf0b5c0b6808418753ad05145	-4392.44	success	6.55304	0.81899	0	9.21816	1	0	0	5	0.8	a76394a8ccbfa6d5a74c9acceb8134b226b3c50fe33b575b09f828112f5436ff	-4392.44	success		83		83		83	One or more requested LRTs failed to produce a valid result.		success	success		0AFR_ACB_HG02011_L;0AFR_ESN_HG03371_R;0AFR_MSL_HG03486_L;0AFR_YRI_NA19238_L;0AFR_GWD_HG02818_R;0AFR_ESN_HG03125_R;0AFR_ASW_NA19983_L;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_L;0AFR_MSL_HG03065_R;0AMR_CLM_HG01114_R;1AFR_LWK_NA19036_L;1AMR_PEL_HG02106_L;1EAS_CDX_HG00864_L;0AFR_ASW_NA19983_R;0AFR_GWD_HG02587_R;0AFR_YRI_NA19238_R;0AFR_YRI_NA19239_L;0AFR_ACB_HG02011_R;0AFR_YRI_NA19239_R;0SAS_STU_HG03683_L;1EAS_CHS_HG00513_L;1AMR_CLM_HG01352_L;1EAS_CHS_HG00512_L;1EAS_KHV_HG02059_L;1EUR_IBS_HG01505_L;1EAS_CDX_HG00864_R;1EAS_KHV_HG01596_L;0AFR_GWD_HG02587_L;0AFR_LWK_NA19036_R;0AFR_LWK_NA19434_R;0EUR_GBR_HG00096_R;0AMR_MXL_NA19650_L;0EUR_CEU_NA12329_L;0SAS_BEB_HG03009_L;0SAS_ITU_HG03732_L;0SAS_PJL_HG02492_R;0AMR_PUR_HG00731_L;0AMR_PUR_HG00732_L;0EAS_JPT_NA18939_R;0EAS_KHV_HG01596_R;0EUR_AKJ_NA24385_L;0SAS_PJL_HG02492_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00513_R;0EUR_CEU_NA12878_L;0EAS_KHV_HG02018_R;0AMR_MXL_NA19650_R;0EUR_GBR_HG00096_L;0EUR_TSI_NA20509_L;0AMR_PUR_HG00732_R;0EUR_AKJ_NA24385_R;0EUR_IBS_HG01505_R;0SAS_GIH_NA20847_R;1EAS_KHV_HG02018_L;0EAS_KHV_HG02059_R;0EAS_CHB_NA18534_L;0EUR_CEU_NA12878_R;0SAS_GIH_NA20847_L;0SAS_ITU_HG03732_R;0EAS_CHB_NA18534_R;1AMR_CLM_HG01114_L;0SAS_BEB_HG03009_R;0AMR_PUR_HG00731_R;1AFR_ESN_HG03125_L;1AFR_MSL_HG03065_L;1AFR_LWK_NA19434_L;1AFR_MSL_HG03486_R;1AMR_CLM_HG01352_R;1EUR_FIN_HG00268_L;1AMR_PEL_HG01573_L;1EUR_CEU_NA12329_R;1EUR_TSI_NA20509_R;1AMR_PEL_HG01573_R;1EUR_FIN_HG00268_R;1SAS_ITU_HG04217_R;1EAS_JPT_NA18939_L;1AMR_PEL_HG02106_R;1EUR_FIN_HG00171_R;1SAS_ITU_HG04217_L;1EUR_FIN_HG00171_L;1SAS_STU_HG03683_R;PanTro6
chr2_130138212_131200602	PLEKHB2_ENST00000693505.1	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_130138212_131530534	PLEKHB2_ENST00000693505.1	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr7_73113989_74799029	NCF1_ENST00000289473.11	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr8_7301024_12598379	DEFB4A_ENST00000302247.3	Complete data but H1 substantially worse than H0				-267.886	-267.884	s1_def_run_2	s2_pur_run_2	1	0	0	0.49116	0	0.0001	999					2	0.4	e71e71783aa87f78adb95b6e8a9cc2807e14b58210333741bc0323b5ae4e42d7	-268.008	success	1	0.05	4997fd658cd7b2b43568324d3b0a60d30a0b8bd5bb4981c8c22427ab7f23705e	-267.884	success	3	2.5	8f905814bd9eff0f68d80d45043063476fd5ecbbb9df64393c76618065b571a1	-267.886	success	5	0.8	f912115b03d529cf982cf3eb1d25b859271046a3e648d2e5bfc796e2ec8b358b	-267.886	success	999	0.49116	0	0.0001	1	0	0	2	0.4	99e479f9d602d3801741a63847f6e756ce28df28372763516bdd3919391ed4c2	-267.886	success	999	1	0	0.0001	0.49113	0.00856	0.50031	1	0.05	a57ddc797a33650a12660daa4bf65ee4fcd88bc97485f6a3a014f6aafc019ee6	-267.887	success	999	0.49116	3.71593	37.28	1	0	0	3	2.5	84417ff7c017f0e28701377a9a182ce5be3254bdd66c3c631d42ffe908d4a4b0	-267.886	success	999	0.49117	3.28467	2.88181	1	0	0	5	0.8	6ae8bd1f0ea89367b7ce3e084688ee387abdbd43c644457814914dcd770bf2dc	-267.886	success							One or more requested LRTs failed to produce a valid result.	One or more requested LRTs failed to produce a valid result.	success	success		
chr2_87987171_111255403	TRIM43_ENST00000272395.3	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chrX_152729753_152738707	MAGEA12_ENST00000393869.8	Usable: complete data	1	1	0	-1343.38	-1343.38	s2_pur_run_2	s1_def_run_2	0.9971	3e-05	0.00287	0.31243	2.05498	0.00139	1.66323		True		True	2	0.4	6ee621feaa57912877a8629ca564d0f662dc16b205256d9e99a56e721abaa770	-1343.38	success	1	0.05	3082cb15a6cd0a4bcd3972dbe9a4afe454f61958544c7051a441e49d42e8d9d0	-1343.39	success	3	2.5	b916c4223f6bd0cdf3dce9d2d8be3f9c8f9c9bc0a9788a99b4b5a06707ee5135	-1343.39	success	5	0.8	737b98cf3b58cbb666a736820ecb5b95c66a78b99128137f72e577ddee812027	-1343.38	success	1.79998	2e-05	0.45522	0.45896	0.58188	0.28684	0.13128	2	0.4	e08e1657e31945ba96bbc36392968d2c174eb1edacae9a1f360ba2337281b6be	-1343.48	success	1.66323	0.31243	2.05498	0.00139	0.9971	3e-05	0.00287	1	0.05	aea23d99ffeaf4e95860437fc237e91889f978a9cf4a37fc1236e70e5e0898df	-1343.38	success	1.66319	0.3125	0	3.35976	1	0	0	3	2.5	e0e236b765e9c71beeb46d712df88bf0e42bb588ea339cad2fe73a7348239588	-1343.38	success	1.66327	0.31252	0	0.99247	1	0	0	5	0.8	30be574ef39b09f9f8636ccc3c657ef6c82b9c6a03ccc993c2301ffa3ee7f3c6	-1343.38	success		49		49		49	One or more requested LRTs failed to produce a valid result.		success	success		0AFR_ASW_NA19983_L;0AMR_CLM_HG01114_L;1EUR_FIN_HG00268_L;0AMR_CLM_HG01352_R;0AMR_PEL_HG01573_L;0EUR_CEU_NA12878_L;1AFR_ESN_HG03125_L;1EAS_CDX_HG00864_R;0AFR_GWD_HG02818_L;0AMR_PEL_HG02106_R;0AMR_CLM_HG01114_R;0AMR_PUR_HG00732_R;0EAS_CHS_HG00513_R;1EAS_JPT_NA18939_L;0AMR_PEL_HG01573_R;0AMR_PEL_HG02106_L;0SAS_STU_HG03683_R;1SAS_GIH_NA20847_R;0AFR_GWD_HG02587_L;0AFR_GWD_HG02587_R;1AFR_MSL_HG03486_L;0AFR_ESN_HG03125_R;0AFR_LWK_NA19036_R;1AFR_GWD_HG02818_R;0AFR_LWK_NA19434_L;1AFR_LWK_NA19036_L;0AFR_LWK_NA19434_R;1EUR_FIN_HG00268_R;1SAS_ITU_HG04217_R;1AMR_CLM_HG01352_L;1AFR_YRI_NA19238_L;1SAS_ITU_HG04217_L;1AMR_PUR_HG00732_L;1EAS_KHV_HG02059_L;1AFR_MSL_HG03486_R;1EAS_KHV_HG02059_R;1SAS_STU_HG03683_L;0EUR_FIN_HG00171_R;0AFR_YRI_NA19238_R;1AFR_ASW_NA19983_R;1SAS_GIH_NA20847_L;1EUR_CEU_NA12878_R;0EAS_JPT_NA18939_R;1EAS_CDX_HG00864_L;1EAS_CHS_HG00513_L;0EUR_CEU_NA12329_L;0EUR_CEU_NA12329_R;1EUR_FIN_HG00171_L;PanTro6
chr2_87987171_111255403	NCK2_ENST00000233154.9	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	FER1L5_ENST00000624922.6	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	COX5B_ENST00000258424.3	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr1_248128773_248428856	OR2T1_ENST00000642005.1	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr17_45585159_46292045	STH_ENST00000537309.1	Complete data but H1 substantially worse than H0				-552.974	-552.972	s4_mix_run_2	s2_pur_run_2	0	0	1	0	999	567.676	999	True		True		2	0.4	07c5421846be689d34e66c4a9902dcaec1c8762baa36eca1a15d63b4c71d455e	-552.973	success	1	0.05	54aabcc2e71479d026c8f58bed346c9c2ef5765c75e16409ffd9c6705ca9428d	-552.972	success	3	2.5	632ac553258d9bb3107ea67c3694ffe6356e406c19b45c88f0d2fea75afa5246	-553.595	success	5	0.8	fce9316479c7f3eed8fb8828712cdd5f29073466ef3313594229484cde02664c	-552.974	success	999	0.81249	364.104	0.0001	1	0	0	2	0.4	b81b494b009c2f24bbe2236c9b99890ebfc43f1b5d3d7cf68f5bb97daa312949	-553.57	success	999	0	100.891	0.0001	0	1	0	1	0.05	980a7a3dcee1c1ee25be2b5b6dcc79c5a5a7386027f8275e94ee9d209b1a2d77	-553.595	success	774.884	0	158.419	25.3419	0	0	1	3	2.5	7a35bd87164354deffeb926a3cc5ffdac1dc578fe1c0741fd47b4b6eda89b347	-552.979	success	999	0	999	567.676	0	0	1	5	0.8	b6be3a1138dabc99f80931b886262ac5799c4649e5f86690b365639953970cc9	-552.974	success	83		83		83			One or more requested LRTs failed to produce a valid result.	success	success	0AFR_ACB_HG02011_L;0AFR_LWK_NA19036_L;0AFR_LWK_NA19434_L;0AFR_LWK_NA19434_R;0AFR_ESN_HG03371_L;0AMR_PEL_HG01573_R;0SAS_PJL_HG02492_L;0EAS_CDX_HG00864_R;0SAS_BEB_HG03009_L;0AMR_MXL_NA19650_R;0AMR_PUR_HG00731_L;0EUR_FIN_HG00268_L;0EUR_CEU_NA12878_R;0EUR_IBS_HG01505_R;0SAS_ITU_HG03732_R;0SAS_ITU_HG03732_L;0EUR_FIN_HG00171_L;0SAS_ITU_HG04217_R;0SAS_STU_HG03683_R;0SAS_PJL_HG02492_R;0AFR_MSL_HG03486_R;0EAS_CHS_HG00512_R;0EAS_KHV_HG01596_L;0SAS_STU_HG03683_L;0EAS_KHV_HG02018_R;0EAS_KHV_HG02018_L;0EUR_CEU_NA12329_R;0EUR_CEU_NA12878_L;0AMR_CLM_HG01352_R;0AMR_PUR_HG00732_L;0AMR_PUR_HG00731_R;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_L;0EAS_KHV_HG02059_R;0EAS_CHB_NA18534_R;0EAS_CHS_HG00512_L;0AMR_CLM_HG01114_L;0AMR_CLM_HG01352_L;0AMR_MXL_NA19650_L;0AMR_PUR_HG00732_R;0EUR_FIN_HG00268_R;0EUR_GBR_HG00096_L;0AMR_PEL_HG01573_L;0EAS_CHS_HG00513_R;0EAS_JPT_NA18939_R;0AMR_PEL_HG02106_L;0EAS_CDX_HG00864_L;0EAS_CHS_HG00513_L;0EAS_JPT_NA18939_L;0AMR_PEL_HG02106_R;0SAS_ITU_HG04217_L;0EAS_KHV_HG01596_R;0EUR_FIN_HG00171_R;0EUR_AKJ_NA24385_L;0SAS_GIH_NA20847_L;0AFR_MSL_HG03065_R;0AFR_YRI_NA19239_R;0AFR_ASW_NA19983_R;0AFR_MSL_HG03486_L;0AFR_ESN_HG03125_R;0AFR_YRI_NA19238_L;0AFR_YRI_NA19239_L;0AFR_GWD_HG02818_R;0AFR_LWK_NA19036_R;0AFR_GWD_HG02818_L;0AFR_GWD_HG02587_L;0AFR_ACB_HG02011_R;0AFR_YRI_NA19238_R;0AFR_ESN_HG03125_L;0AFR_ESN_HG03371_R;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;1AFR_ASW_NA19983_L;1AMR_CLM_HG01114_R;1EUR_CEU_NA12329_L;1EUR_IBS_HG01505_L;1EUR_TSI_NA20509_L;1SAS_GIH_NA20847_R;1SAS_BEB_HG03009_R;1EUR_GBR_HG00096_R;1EUR_AKJ_NA24385_R;1EUR_TSI_NA20509_R;PanTro6	
chr8_7301024_12598379	FAM90A9_ENST00000648344.1	Usable: complete data	1	1	0	-2014.23	-2014.23	s1_def_run_2	s1_def_run_2	0.67747	0	0.32253	0	0	0.0001	3.8323	True	True	True	True	2	0.4	d90b92e6186fb5d375e351fa1e5d73a260359d26cd76f7dc171dc16810b7e399	-2014.23	success	1	0.05	1b1b5533963fc67349f9c6cf2d191a27deacef18f761daecb11c37687bee89b3	-2015.25	success	3	2.5	f7dbc876124cc2def12f236160ad1acb492093644f58af39ddbe6532089e4db4	-2014.23	success	5	0.8	748f75f84a44340ea1f576d480a56986bab662b3c120738b5b642828e06219a5	-2015.25	success	3.8323	0	0	0.0001	0.67747	0	0.32253	2	0.4	97087c3d3496bf9296e2844f727ef5ba6b7b0bd6c737f921b9bde8335104018e	-2014.23	success	3.8323	0	0	0.0001	0.67747	0	0.32253	1	0.05	6fa6eb491a0d8c97a11d4ad4d177630aab9984050c4101f8308c315d8154ae85	-2014.23	success	3.8323	0	0	0.0001	0.67747	0	0.32253	3	2.5	8018ebd3051c36a1dc85a564b64e197a6f43ac4cc1b0a7de5cd10fb0c1343b5e	-2014.23	success	3.83229	0	0	0.0001	0.67747	0	0.32253	5	0.8	0de10408928298cbd471ad288e1d69c54a4385d332d1585b4b06aa61f266d8fe	-2014.23	success	83	83	83	83	83	83			success	success	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;0AFR_GWD_HG02587_R;1EAS_JPT_NA18939_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;PanTro6	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;1EAS_JPT_NA18939_R;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;PanTro6
